id	title	canon	vol	no	current_layer	recommended_layer	recommended_layer_value	confidence	reason	current_note
B19n0103	禪林象器箋	B	19	103	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B02n0001	均如大師華嚴學全書(第10卷-第20卷)	B	2	1	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B22n0117	三藏法數	B	22	117	7	参考类		high	目录、史地、校勘、研究论文或资料汇编，供参考但不构成教义谱系层级。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B22n0118	律宗燈譜	B	22	118	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
B22n0119	天然和尚年譜	B	22	119	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B23n0130	靈峰宗論（選錄〈蕅益大師年譜〉、〈書重刻靈峰宗論後〉、〈刻闢邪集序〉）	B	23	130	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0131	法海觀瀾	B	24	131	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0132	尚直編	B	24	132	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0133	尚理編	B	24	133	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0134	闢邪集（選錄）	B	24	134	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0135	蒲室集	B	24	135	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0136	選佛譜	B	24	136	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B24n0137	正名錄	B	24	137	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B25n0142	新校定的敦煌寫本神會和尚遺著兩種	B	25	142	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B25n0143	神會和尚語錄的第三個敦煌寫本：南陽和尚問答雜徵義（劉澄集）	B	25	143	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B25n0144	祖堂集	B	25	144	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B25n0145	天目中峰廣錄	B	25	145	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B26n0146	房山雲居寺石經──經文、題記、碑銘等拓片之選輯	B	26	146	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B26n0147	三階教殘卷	B	26	147	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B26n0148	東坡禪喜集	B	26	148	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B26n0149	鳴道集說	B	26	149	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B26n0150	道餘錄（選錄「姚少師道餘錄跋」）	B	26	150	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B27n0151	新續高僧傳	B	27	151	7	参考类		high	目录、史地、校勘、研究论文或资料汇编，供参考但不构成教义谱系层级。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B27n0152	普濟玉琳國師語錄	B	27	152	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B27n0153	法藏碎金錄	B	27	153	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B28n0155	聖朝破邪集	B	28	155	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B28n0156	佛法金湯	B	28	156	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B03n0002	華嚴經疏論纂要(第1卷-第46卷)	B	3	2	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B32n0171	八宗綱要鈔	B	32	171	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0172	出定後語	B	32	172	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0176	四宗要文	B	32	176	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0177	本朝諸宗要集	B	32	177	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0178	東大寺六宗未決義	B	32	178	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0179	八海含藏	B	32	179	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0180	華嚴通關	B	32	180	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B32n0181	諸宗教理同異釋	B	32	181	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0182	內典塵露章	B	32	182	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0183	禪祖念佛集	B	32	183	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
B32n0184	顯揚正法復古集	B	32	184	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0185	初學題額集	B	32	185	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0187	二障義	B	32	187	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B32n0189	大華嚴一乘法界圖註并序	B	32	189	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B32n0190	華嚴經釋題	B	32	190	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B32n0191	義相法師法性偈	B	32	191	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B35n0196	大乘中宗見解	B	35	196	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B04n0002	華嚴經疏論纂要(第47卷-第85卷)	B	4	2	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B05n0002	華嚴經疏論纂要(第86卷-第120卷)	B	5	2	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
B08n0026	四分比丘尼戒本註解	B	8	26	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
B08n0027	瑜伽師地論戒品纂釋	B	8	27	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
B08n0028	菩提正道菩薩戒論	B	8	28	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
B08n0029	菩薩戒品釋	B	8	29	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于律宗、戒律注疏或戒法仪轨资料，归第7层宗派体系。
B09n0030	現觀莊嚴論中八品七十義略解	B	9	30	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B09n0031	現觀莊嚴論略釋	B	9	31	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B09n0033	大乘修心七義論釋	B	9	33	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B09n0035	西藏傳本攝大乘論	B	9	35	7	第6层	6	high	题名属于唯识、摄大乘、因明量论、起信论或相关成熟体系论/注释传统。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
B09n0041	正理滴論（譯自梵文本）	B	9	41	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
B09n0042	正理滴論（譯自西藏文本）	B	9	42	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
B09n0044	入中論善顯密意疏	B	9	44	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
B09n0045	入中論講記	B	9	45	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
D23n8879	成唯識論訂正	D	23	8879	7	第6层	6	high	题名属于唯识、摄大乘、因明量论、起信论或相关成熟体系论/注释传统。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
D24n8880	成唯識論述記序釋	D	24	8880	7	第6层	6	high	题名属于唯识、摄大乘、因明量论、起信论或相关成熟体系论/注释传统。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J01nA042	大慧普覺禪師年譜	J	1	A042	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J10nA158	密雲禪師語錄	J	10	A158	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J15nB005	大方廣佛華嚴經普賢行願品別行疏鈔（選錄「華嚴宗七祖行蹟」及「附錄」）	J	15	B005	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于华严宗经疏、判教或法界观体系，归第7层宗派体系。
J19nB044	諸經日誦集要	J	19	B044	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J19nB047	瑜伽集要燄口施食儀	J	19	B047	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于密教、藏传道次第或相关仪轨修法资料，归第7层宗派体系。
J19nB048	北京五大部直音會韻	J	19	B048	7	参考类		high	目录、史地、校勘、研究论文或资料汇编，供参考但不构成教义谱系层级。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J20nB090	續原教論	J	20	B090	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J20nB091	道餘錄	J	20	B091	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J20nB095	蕅益三頌	J	20	B095	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J20nB097	天樂鳴空集	J	20	B097	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J20nB098	黃蘗無念禪師復問	J	20	B098	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J20nB103	寒山子詩集	J	20	B103	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J21nB109	大藏一覽	J	21	B109	7	参考类		high	目录、史地、校勘、研究论文或资料汇编，供参考但不构成教义谱系层级。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J21nB110	護法錄	J	21	B110	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J22nB116	憨山老人夢遊全集	J	22	B116	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J23nB118	密藏開禪師遺稿	J	23	B118	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J23nB120	闢邪集	J	23	B120	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J23nB122	醒世錄	J	23	B122	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J23nB125	先覺宗乘（選錄「帝王問道錄」）	J	23	B125	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J23nB127	無依道人錄	J	23	B127	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J23nB128	普明禪師牧牛圖頌	J	23	B128	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J23nB129	牧牛圖頌	J	23	B129	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J23nB134	五家語錄（選錄）	J	23	B134	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J23nB135	石門文字禪	J	23	B135	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J24nB137	趙州和尚語錄	J	24	B137	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J24nB138	雲門匡真禪師語錄	J	24	B138	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB154	松隱唯菴然和尚語錄	J	25	B154	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB155	無趣老人語錄	J	25	B155	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB156	無幻禪師語錄	J	25	B156	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB159	天真毒峰善禪師要語	J	25	B159	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB163	古庭禪師語錄輯略	J	25	B163	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB164	曹溪一滴	J	25	B164	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J25nB165	大巍禪師竹室集	J	25	B165	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB166	浮山法句	J	25	B166	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J25nB167	徹庸和尚谷響集	J	25	B167	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J25nB171	天隱和尚語錄	J	25	B171	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB173	壽昌無明和尚語錄	J	25	B173	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB174	天界覺浪盛禪師語錄	J	25	B174	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB175	大溈五峰學禪師語錄	J	25	B175	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J25nB176	大溈密印寺養拙明禪師語錄	J	25	B176	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB177	破山禪師語錄	J	26	B177	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB178	費隱禪師語錄	J	26	B178	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB180	天童弘覺忞禪師北遊集	J	26	B180	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB181	布水臺集	J	26	B181	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	内容属于汉传或藏传宗派注疏、语录、仪轨、宗义或宗派史传资料，归第7层。
J26nB182	萬如禪師語錄	J	26	B182	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB183	雪竇石奇禪師語錄	J	26	B183	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB184	牧雲和尚七會語錄	J	26	B184	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB185	浮石禪師語錄	J	26	B185	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB186	林野奇禪師語錄	J	26	B186	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB187	天岸昇禪師語錄	J	26	B187	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
J26nB188	入就瑞白禪師語錄	J	26	B188	7	第7层	7	medium	补编、续藏、嘉兴藏或善本中的佛教著述，多为宗派注疏、语录、仪轨或后期整理文献。	题名属于禅宗语录、灯录、公案或修行文献，归第7层宗派体系。
